gene_symbol	route	accessibility_status	source
RPL34P24	unknown	UNKNOWN	local_default
RPL34P27	unknown	UNKNOWN	local_default
RPL34P5	unknown	UNKNOWN	local_default
RPL34P6	unknown	UNKNOWN	local_default
RPL35	unknown	UNKNOWN	local_default
RPL35A	unknown	UNKNOWN	local_default
RPL35AP26	unknown	UNKNOWN	local_default
RPL35P1	unknown	UNKNOWN	local_default
RPL35P10	unknown	UNKNOWN	local_default
RPL35P3	unknown	UNKNOWN	local_default
RPL35P5	unknown	UNKNOWN	local_default
RPL35P6	unknown	UNKNOWN	local_default
RPL36	unknown	UNKNOWN	local_default
RPL36A	unknown	UNKNOWN	local_default
RPL36AL	unknown	UNKNOWN	local_default
RPL36AP34	unknown	UNKNOWN	local_default
RPL36AP37	unknown	UNKNOWN	local_default
RPL36AP40	unknown	UNKNOWN	local_default
RPL36AP41	unknown	UNKNOWN	local_default
RPL36AP49	unknown	UNKNOWN	local_default
RPL36AP54	unknown	UNKNOWN	local_default
RPL37	unknown	UNKNOWN	local_default
RPL37A	unknown	UNKNOWN	local_default
RPL37A-DT	unknown	UNKNOWN	local_default
RPL37P11	unknown	UNKNOWN	local_default
RPL37P18	unknown	UNKNOWN	local_default
RPL38	unknown	UNKNOWN	local_default
RPL39	unknown	UNKNOWN	local_default
RPL39L	unknown	UNKNOWN	local_default
RPL3L	unknown	UNKNOWN	local_default
RPL3P2	unknown	UNKNOWN	local_default
RPL3P4	unknown	UNKNOWN	local_default
RPL3P6	unknown	UNKNOWN	local_default
RPL3P7	unknown	UNKNOWN	local_default
RPL3P9	unknown	UNKNOWN	local_default
RPL4	unknown	UNKNOWN	local_default
RPL41	unknown	UNKNOWN	local_default
RPL41P2	unknown	UNKNOWN	local_default
RPL4P4	unknown	UNKNOWN	local_default
RPL4P5	unknown	UNKNOWN	local_default
RPL4P6	unknown	UNKNOWN	local_default
RPL5	unknown	UNKNOWN	local_default
RPL5P1	unknown	UNKNOWN	local_default
RPL5P12	unknown	UNKNOWN	local_default
RPL5P17	unknown	UNKNOWN	local_default
RPL5P29	unknown	UNKNOWN	local_default
RPL5P30	unknown	UNKNOWN	local_default
RPL5P34	unknown	UNKNOWN	local_default
RPL5P4	unknown	UNKNOWN	local_default
RPL5P5	unknown	UNKNOWN	local_default
RPL5P9	unknown	UNKNOWN	local_default
RPL6	unknown	UNKNOWN	local_default
RPL6P1	unknown	UNKNOWN	local_default
RPL6P10	unknown	UNKNOWN	local_default
RPL6P19	unknown	UNKNOWN	local_default
RPL6P20	unknown	UNKNOWN	local_default
RPL6P24	unknown	UNKNOWN	local_default
RPL6P3	unknown	UNKNOWN	local_default
RPL7	unknown	UNKNOWN	local_default
RPL7A	unknown	UNKNOWN	local_default
RPL7AP11	unknown	UNKNOWN	local_default
RPL7AP15	unknown	UNKNOWN	local_default
RPL7AP16	unknown	UNKNOWN	local_default
RPL7AP20	unknown	UNKNOWN	local_default
RPL7AP28	unknown	UNKNOWN	local_default
RPL7AP30	unknown	UNKNOWN	local_default
RPL7AP31	unknown	UNKNOWN	local_default
RPL7AP34	unknown	UNKNOWN	local_default
RPL7AP39	unknown	UNKNOWN	local_default
RPL7AP42	unknown	UNKNOWN	local_default
RPL7AP45	unknown	UNKNOWN	local_default
RPL7AP50	unknown	UNKNOWN	local_default
RPL7AP53	unknown	UNKNOWN	local_default
RPL7AP6	unknown	UNKNOWN	local_default
RPL7AP60	unknown	UNKNOWN	local_default
RPL7AP62	unknown	UNKNOWN	local_default
RPL7AP66	unknown	UNKNOWN	local_default
RPL7AP67	unknown	UNKNOWN	local_default
RPL7AP70	unknown	UNKNOWN	local_default
RPL7AP76	unknown	UNKNOWN	local_default
RPL7L1	unknown	UNKNOWN	local_default
RPL7L1P12	unknown	UNKNOWN	local_default
RPL7L1P9	unknown	UNKNOWN	local_default
RPL7P1	unknown	UNKNOWN	local_default
RPL7P10	unknown	UNKNOWN	local_default
RPL7P13	unknown	UNKNOWN	local_default
RPL7P16	unknown	UNKNOWN	local_default
RPL7P18	unknown	UNKNOWN	local_default
RPL7P19	unknown	UNKNOWN	local_default
RPL7P22	unknown	UNKNOWN	local_default
RPL7P23	unknown	UNKNOWN	local_default
RPL7P24	unknown	UNKNOWN	local_default
RPL7P32	unknown	UNKNOWN	local_default
RPL7P48	unknown	UNKNOWN	local_default
RPL7P49	unknown	UNKNOWN	local_default
RPL7P50	unknown	UNKNOWN	local_default
RPL7P57	unknown	UNKNOWN	local_default
RPL7P6	unknown	UNKNOWN	local_default
RPL7P7	unknown	UNKNOWN	local_default
RPL7P9	unknown	UNKNOWN	local_default
RPL8	unknown	UNKNOWN	local_default
RPL8P3	unknown	UNKNOWN	local_default
RPL8P4	unknown	UNKNOWN	local_default
RPL8P5	unknown	UNKNOWN	local_default
RPL9	unknown	UNKNOWN	local_default
RPL9P11	unknown	UNKNOWN	local_default
RPL9P18	unknown	UNKNOWN	local_default
RPL9P27	unknown	UNKNOWN	local_default
RPL9P28	unknown	UNKNOWN	local_default
RPL9P3	unknown	UNKNOWN	local_default
RPL9P32	unknown	UNKNOWN	local_default
RPL9P7	unknown	UNKNOWN	local_default
RPL9P8	unknown	UNKNOWN	local_default
RPLP0	unknown	UNKNOWN	local_default
RPLP0P10	unknown	UNKNOWN	local_default
RPLP0P6	unknown	UNKNOWN	local_default
RPLP1	unknown	UNKNOWN	local_default
RPLP2	unknown	UNKNOWN	local_default
RPN1	unknown	UNKNOWN	local_default
RPN2	unknown	UNKNOWN	local_default
RPP14	unknown	UNKNOWN	local_default
RPP21	unknown	UNKNOWN	local_default
RPP25	unknown	UNKNOWN	local_default
RPP25L	unknown	UNKNOWN	local_default
RPP30	unknown	UNKNOWN	local_default
RPP38	unknown	UNKNOWN	local_default
RPP38-DT	unknown	UNKNOWN	local_default
RPP40	unknown	UNKNOWN	local_default
RPPH1	unknown	UNKNOWN	local_default
RPRD1A	unknown	UNKNOWN	local_default
RPRD1B	unknown	UNKNOWN	local_default
RPRD2	unknown	UNKNOWN	local_default
RPRM	unknown	UNKNOWN	local_default
RPRML	unknown	UNKNOWN	local_default
RPS10	unknown	UNKNOWN	local_default
RPS10P13	unknown	UNKNOWN	local_default
RPS10P15	unknown	UNKNOWN	local_default
RPS10P2	unknown	UNKNOWN	local_default
RPS10P22	unknown	UNKNOWN	local_default
RPS10P26	unknown	UNKNOWN	local_default
RPS10P3	unknown	UNKNOWN	local_default
RPS10P5	unknown	UNKNOWN	local_default
RPS10P6	unknown	UNKNOWN	local_default
RPS10P7	unknown	UNKNOWN	local_default
RPS11	unknown	UNKNOWN	local_default
RPS11P5	unknown	UNKNOWN	local_default
RPS12	unknown	UNKNOWN	local_default
RPS12P29	unknown	UNKNOWN	local_default
RPS13	unknown	UNKNOWN	local_default
RPS13P2	unknown	UNKNOWN	local_default
RPS13P8	unknown	UNKNOWN	local_default
RPS14	unknown	UNKNOWN	local_default
RPS14P1	unknown	UNKNOWN	local_default
RPS14P3	unknown	UNKNOWN	local_default
RPS14P6	unknown	UNKNOWN	local_default
RPS15	unknown	UNKNOWN	local_default
RPS15A	unknown	UNKNOWN	local_default
RPS15AP1	unknown	UNKNOWN	local_default
RPS15AP11	unknown	UNKNOWN	local_default
RPS15AP12	unknown	UNKNOWN	local_default
RPS15AP14	unknown	UNKNOWN	local_default
RPS15AP17	unknown	UNKNOWN	local_default
RPS15AP19	unknown	UNKNOWN	local_default
RPS15AP24	unknown	UNKNOWN	local_default
RPS15AP29	unknown	UNKNOWN	local_default
RPS15AP30	unknown	UNKNOWN	local_default
RPS15P2	unknown	UNKNOWN	local_default
RPS15P4	unknown	UNKNOWN	local_default
RPS15P5	unknown	UNKNOWN	local_default
RPS16	unknown	UNKNOWN	local_default
RPS16P1	unknown	UNKNOWN	local_default
RPS16P7	unknown	UNKNOWN	local_default
RPS17	unknown	UNKNOWN	local_default
RPS17P16	unknown	UNKNOWN	local_default
RPS17P2	unknown	UNKNOWN	local_default
RPS17P5	unknown	UNKNOWN	local_default
RPS18	unknown	UNKNOWN	local_default
RPS18P12	unknown	UNKNOWN	local_default
RPS18P14	unknown	UNKNOWN	local_default
RPS18P2	unknown	UNKNOWN	local_default
RPS18P5	unknown	UNKNOWN	local_default
RPS18P9	unknown	UNKNOWN	local_default
RPS19	unknown	UNKNOWN	local_default
RPS19BP1	unknown	UNKNOWN	local_default
RPS19P1	unknown	UNKNOWN	local_default
RPS19P7	unknown	UNKNOWN	local_default
RPS2	unknown	UNKNOWN	local_default
RPS20	unknown	UNKNOWN	local_default
RPS20P27	unknown	UNKNOWN	local_default
RPS20P33	unknown	UNKNOWN	local_default
RPS20P6	unknown	UNKNOWN	local_default
RPS21	unknown	UNKNOWN	local_default
RPS21-DT	unknown	UNKNOWN	local_default
RPS23	unknown	UNKNOWN	local_default
RPS23P1	unknown	UNKNOWN	local_default
RPS23P8	unknown	UNKNOWN	local_default
RPS24	unknown	UNKNOWN	local_default
RPS24P17	unknown	UNKNOWN	local_default
RPS25	unknown	UNKNOWN	local_default
RPS26	unknown	UNKNOWN	local_default
RPS26P21	unknown	UNKNOWN	local_default
RPS26P23	unknown	UNKNOWN	local_default
RPS26P31	unknown	UNKNOWN	local_default
RPS26P45	unknown	UNKNOWN	local_default
RPS27	unknown	UNKNOWN	local_default
RPS27A	unknown	UNKNOWN	local_default
RPS27AP1	unknown	UNKNOWN	local_default
RPS27AP11	unknown	UNKNOWN	local_default
RPS27AP12	unknown	UNKNOWN	local_default
RPS27AP2	unknown	UNKNOWN	local_default
RPS27AP5	unknown	UNKNOWN	local_default
RPS27L	unknown	UNKNOWN	local_default
RPS28	unknown	UNKNOWN	local_default
RPS29	unknown	UNKNOWN	local_default
RPS29P14	unknown	UNKNOWN	local_default
RPS2P14	unknown	UNKNOWN	local_default
RPS2P20	unknown	UNKNOWN	local_default
RPS2P29	unknown	UNKNOWN	local_default
RPS2P32	unknown	UNKNOWN	local_default
RPS2P35	unknown	UNKNOWN	local_default
RPS2P40	unknown	UNKNOWN	local_default
RPS2P46	unknown	UNKNOWN	local_default
RPS2P47	unknown	UNKNOWN	local_default
RPS2P49	unknown	UNKNOWN	local_default
RPS2P5	unknown	UNKNOWN	local_default
RPS2P55	unknown	UNKNOWN	local_default
RPS2P7	unknown	UNKNOWN	local_default
RPS2P8	unknown	UNKNOWN	local_default
RPS3	unknown	UNKNOWN	local_default
RPS3A	unknown	UNKNOWN	local_default
RPS3AP12	unknown	UNKNOWN	local_default
RPS3AP19	unknown	UNKNOWN	local_default
RPS3AP20	unknown	UNKNOWN	local_default
RPS3AP21	unknown	UNKNOWN	local_default
RPS3AP23	unknown	UNKNOWN	local_default
RPS3AP25	unknown	UNKNOWN	local_default
RPS3AP26	unknown	UNKNOWN	local_default
RPS3AP34	unknown	UNKNOWN	local_default
RPS3AP35	unknown	UNKNOWN	local_default
RPS3AP36	unknown	UNKNOWN	local_default
RPS3AP37	unknown	UNKNOWN	local_default
RPS3AP38	unknown	UNKNOWN	local_default
RPS3AP44	unknown	UNKNOWN	local_default
RPS3AP47	unknown	UNKNOWN	local_default
RPS3AP5	unknown	UNKNOWN	local_default
RPS3AP6	unknown	UNKNOWN	local_default
RPS3P2	unknown	UNKNOWN	local_default
RPS3P3	unknown	UNKNOWN	local_default
RPS3P4	unknown	UNKNOWN	local_default
RPS3P6	unknown	UNKNOWN	local_default
RPS3P7	unknown	UNKNOWN	local_default
RPS4X	unknown	UNKNOWN	local_default
RPS4XP1	unknown	UNKNOWN	local_default
RPS4XP11	unknown	UNKNOWN	local_default
RPS4XP13	unknown	UNKNOWN	local_default
RPS4XP14	unknown	UNKNOWN	local_default
RPS4XP3	unknown	UNKNOWN	local_default
RPS4XP5	unknown	UNKNOWN	local_default
RPS4XP8	unknown	UNKNOWN	local_default
RPS4Y1	unknown	UNKNOWN	local_default
RPS4Y1P1	unknown	UNKNOWN	local_default
RPS4Y2	unknown	UNKNOWN	local_default
RPS5	unknown	UNKNOWN	local_default
RPS5P8	unknown	UNKNOWN	local_default
RPS6	unknown	UNKNOWN	local_default
RPS6KA1	unknown	UNKNOWN	local_default
RPS6KA2	unknown	UNKNOWN	local_default
RPS6KA2-IT1	unknown	UNKNOWN	local_default
RPS6KA3	unknown	UNKNOWN	local_default
RPS6KA4	unknown	UNKNOWN	local_default
RPS6KA5	unknown	UNKNOWN	local_default
RPS6KA6	unknown	UNKNOWN	local_default
RPS6KB1	unknown	UNKNOWN	local_default
RPS6KB2	unknown	UNKNOWN	local_default
RPS6KC1	unknown	UNKNOWN	local_default
RPS6KL1	unknown	UNKNOWN	local_default
RPS6P1	unknown	UNKNOWN	local_default
RPS6P10	unknown	UNKNOWN	local_default
RPS6P22	unknown	UNKNOWN	local_default
RPS6P25	unknown	UNKNOWN	local_default
RPS6P6	unknown	UNKNOWN	local_default
RPS6P9	unknown	UNKNOWN	local_default
RPS7	unknown	UNKNOWN	local_default
RPS7P1	unknown	UNKNOWN	local_default
RPS7P10	unknown	UNKNOWN	local_default
RPS7P11	unknown	UNKNOWN	local_default
RPS7P3	unknown	UNKNOWN	local_default
RPS7P4	unknown	UNKNOWN	local_default
RPS7P8	unknown	UNKNOWN	local_default
RPS8	unknown	UNKNOWN	local_default
RPS8P1	unknown	UNKNOWN	local_default
RPS8P10	unknown	UNKNOWN	local_default
RPS8P7	unknown	UNKNOWN	local_default
RPS8P8	unknown	UNKNOWN	local_default
RPS9	unknown	UNKNOWN	local_default
RPS9P2	unknown	UNKNOWN	local_default
RPS9P4	unknown	UNKNOWN	local_default
RPSA	unknown	UNKNOWN	local_default
RPSA2	unknown	UNKNOWN	local_default
RPSAP12	unknown	UNKNOWN	local_default
RPSAP13	unknown	UNKNOWN	local_default
RPSAP15	unknown	UNKNOWN	local_default
RPSAP16	unknown	UNKNOWN	local_default
RPSAP17	unknown	UNKNOWN	local_default
RPSAP18	unknown	UNKNOWN	local_default
RPSAP19	unknown	UNKNOWN	local_default
RPSAP21	unknown	UNKNOWN	local_default
RPSAP29	unknown	UNKNOWN	local_default
RPSAP3	unknown	UNKNOWN	local_default
RPSAP31	unknown	UNKNOWN	local_default
RPSAP4	unknown	UNKNOWN	local_default
RPSAP46	unknown	UNKNOWN	local_default
RPSAP47	unknown	UNKNOWN	local_default
RPSAP49	unknown	UNKNOWN	local_default
RPSAP5	unknown	UNKNOWN	local_default
RPSAP52	unknown	UNKNOWN	local_default
RPSAP54	unknown	UNKNOWN	local_default
RPSAP55	unknown	UNKNOWN	local_default
RPSAP56	unknown	UNKNOWN	local_default
RPSAP58	unknown	UNKNOWN	local_default
RPSAP6	unknown	UNKNOWN	local_default
RPSAP61	unknown	UNKNOWN	local_default
RPSAP8	unknown	UNKNOWN	local_default
RPTN	unknown	UNKNOWN	local_default
RPTOR	unknown	UNKNOWN	local_default
RPUSD1	unknown	UNKNOWN	local_default
RPUSD2	unknown	UNKNOWN	local_default
RPUSD3	unknown	UNKNOWN	local_default
RPUSD4	unknown	UNKNOWN	local_default
RRAD	unknown	UNKNOWN	local_default
RRAGA	unknown	UNKNOWN	local_default
RRAGB	unknown	UNKNOWN	local_default
RRAGC	unknown	UNKNOWN	local_default
RRAGC-DT	unknown	UNKNOWN	local_default
RRAGD	unknown	UNKNOWN	local_default
RRAS	unknown	UNKNOWN	local_default
RRAS2	unknown	UNKNOWN	local_default
RRBP1	unknown	UNKNOWN	local_default
RREB1	unknown	UNKNOWN	local_default
RRH	unknown	UNKNOWN	local_default
RRM1	unknown	UNKNOWN	local_default
RRM2	unknown	UNKNOWN	local_default
RRM2B	unknown	UNKNOWN	local_default
RRN3	unknown	UNKNOWN	local_default
RRN3P1	unknown	UNKNOWN	local_default
RRN3P2	unknown	UNKNOWN	local_default
RRN3P3	unknown	UNKNOWN	local_default
RRNAD1	unknown	UNKNOWN	local_default
RRP1	unknown	UNKNOWN	local_default
RRP12	unknown	UNKNOWN	local_default
RRP15	unknown	UNKNOWN	local_default
RRP1B	unknown	UNKNOWN	local_default
RRP36	unknown	UNKNOWN	local_default
RRP7A	unknown	UNKNOWN	local_default
RRP7BP	unknown	UNKNOWN	local_default
RRP8	unknown	UNKNOWN	local_default
RRP9	unknown	UNKNOWN	local_default
RRS1	unknown	UNKNOWN	local_default
RRS1-DT	unknown	UNKNOWN	local_default
RS1	unknown	UNKNOWN	local_default
RSAD1	unknown	UNKNOWN	local_default
RSAD2	unknown	UNKNOWN	local_default
RSBN1	unknown	UNKNOWN	local_default
RSBN1L	unknown	UNKNOWN	local_default
RSC1A1	unknown	UNKNOWN	local_default
RSF1	unknown	UNKNOWN	local_default
RSG1	unknown	UNKNOWN	local_default
RSKR	unknown	UNKNOWN	local_default
RSL1D1	unknown	UNKNOWN	local_default
RSL24D1	unknown	UNKNOWN	local_default
RSPH1	unknown	UNKNOWN	local_default
RSPH10B	unknown	UNKNOWN	local_default
RSPH10B2	unknown	UNKNOWN	local_default
RSPH14	unknown	UNKNOWN	local_default
RSPH3	unknown	UNKNOWN	local_default
RSPH4A	unknown	UNKNOWN	local_default
RSPH6A	unknown	UNKNOWN	local_default
RSPH9	unknown	UNKNOWN	local_default
RSPO1	unknown	UNKNOWN	local_default
RSPO2	unknown	UNKNOWN	local_default
RSPO3	unknown	UNKNOWN	local_default
RSPO4	unknown	UNKNOWN	local_default
RSPRY1	unknown	UNKNOWN	local_default
RSRC1	unknown	UNKNOWN	local_default
RSRC2	unknown	UNKNOWN	local_default
RSRP1	unknown	UNKNOWN	local_default
RSU1	unknown	UNKNOWN	local_default
RSU1P3	unknown	UNKNOWN	local_default
RTBDN	unknown	UNKNOWN	local_default
RTBDN-AS1	unknown	UNKNOWN	local_default
RTCA	unknown	UNKNOWN	local_default
RTCB	unknown	UNKNOWN	local_default
RTEL1	unknown	UNKNOWN	local_default
RTEL1-TNFRSF6B	unknown	UNKNOWN	local_default
RTEL1P1	unknown	UNKNOWN	local_default
RTF1	unknown	UNKNOWN	local_default
RTF2	unknown	UNKNOWN	local_default
RTFDC1	unknown	UNKNOWN	local_default
RTKN	unknown	UNKNOWN	local_default
RTKN2	unknown	UNKNOWN	local_default
RTL1	unknown	UNKNOWN	local_default
RTL10	unknown	UNKNOWN	local_default
RTL3	unknown	UNKNOWN	local_default
RTL5	unknown	UNKNOWN	local_default
RTL6	unknown	UNKNOWN	local_default
RTL8A	unknown	UNKNOWN	local_default
RTL8B	unknown	UNKNOWN	local_default
RTL8C	unknown	UNKNOWN	local_default
RTN1	unknown	UNKNOWN	local_default
RTN2	unknown	UNKNOWN	local_default
RTN3	unknown	UNKNOWN	local_default
RTN4	unknown	UNKNOWN	local_default
RTN4IP1	unknown	UNKNOWN	local_default
RTN4R	unknown	UNKNOWN	local_default
RTN4RL1	unknown	UNKNOWN	local_default
RTN4RL2	unknown	UNKNOWN	local_default
RTP1	unknown	UNKNOWN	local_default
RTP2	unknown	UNKNOWN	local_default
RTP3	unknown	UNKNOWN	local_default
RTP4	unknown	UNKNOWN	local_default
RTP5	unknown	UNKNOWN	local_default
RTRAF	unknown	UNKNOWN	local_default
RTTN	unknown	UNKNOWN	local_default
RUBCN	unknown	UNKNOWN	local_default
RUBCNL	unknown	UNKNOWN	local_default
RUFY1	unknown	UNKNOWN	local_default
RUFY2	unknown	UNKNOWN	local_default
RUFY3	unknown	UNKNOWN	local_default
RUFY4	unknown	UNKNOWN	local_default
RUNDC1	unknown	UNKNOWN	local_default
RUNDC3A	unknown	UNKNOWN	local_default
RUNDC3B	unknown	UNKNOWN	local_default
RUNX1	unknown	UNKNOWN	local_default
RUNX1T1	unknown	UNKNOWN	local_default
RUNX2	unknown	UNKNOWN	local_default
RUNX3	unknown	UNKNOWN	local_default
RUSC1	unknown	UNKNOWN	local_default
RUSC1-AS1	unknown	UNKNOWN	local_default
RUSC2	unknown	UNKNOWN	local_default
RUSF1	unknown	UNKNOWN	local_default
RUVBL1	unknown	UNKNOWN	local_default
RUVBL2	unknown	UNKNOWN	local_default
RWDD1	unknown	UNKNOWN	local_default
RWDD2A	unknown	UNKNOWN	local_default
RWDD2B	unknown	UNKNOWN	local_default
RWDD3	unknown	UNKNOWN	local_default
RWDD4	unknown	UNKNOWN	local_default
RXFP1	unknown	UNKNOWN	local_default
RXFP2	unknown	UNKNOWN	local_default
RXFP3	unknown	UNKNOWN	local_default
RXFP4	unknown	UNKNOWN	local_default
RXRA	unknown	UNKNOWN	local_default
RXRB	unknown	UNKNOWN	local_default
RXRG	unknown	UNKNOWN	local_default
RXYLT1	unknown	UNKNOWN	local_default
RYBP	unknown	UNKNOWN	local_default
RYK	unknown	UNKNOWN	local_default
RYR1	unknown	UNKNOWN	local_default
RYR2	unknown	UNKNOWN	local_default
RYR3	unknown	UNKNOWN	local_default
S100A1	unknown	UNKNOWN	local_default
S100A10	unknown	UNKNOWN	local_default
S100A11	unknown	UNKNOWN	local_default
S100A12	unknown	UNKNOWN	local_default
S100A13	unknown	UNKNOWN	local_default
S100A14	unknown	UNKNOWN	local_default
S100A16	unknown	UNKNOWN	local_default
S100A2	unknown	UNKNOWN	local_default
S100A3	unknown	UNKNOWN	local_default
S100A4	unknown	UNKNOWN	local_default
S100A5	unknown	UNKNOWN	local_default
S100A6	unknown	UNKNOWN	local_default
S100A7	unknown	UNKNOWN	local_default
S100A7A	unknown	UNKNOWN	local_default
S100A7L2	unknown	UNKNOWN	local_default
S100A8	unknown	UNKNOWN	local_default
S100A9	unknown	UNKNOWN	local_default
S100B	unknown	UNKNOWN	local_default
S100G	unknown	UNKNOWN	local_default
S100P	unknown	UNKNOWN	local_default
S100PBP	unknown	UNKNOWN	local_default
S100Z	unknown	UNKNOWN	local_default
S1PR1	unknown	UNKNOWN	local_default
S1PR2	unknown	UNKNOWN	local_default
S1PR3	unknown	UNKNOWN	local_default
S1PR4	unknown	UNKNOWN	local_default
S1PR5	unknown	UNKNOWN	local_default
SAA1	unknown	UNKNOWN	local_default
SAA2	unknown	UNKNOWN	local_default
SAA3P	unknown	UNKNOWN	local_default
SAAL1	unknown	UNKNOWN	local_default
SAC3D1	unknown	UNKNOWN	local_default
SACK1B	unknown	UNKNOWN	local_default
SACK1D	unknown	UNKNOWN	local_default
SACK1E	unknown	UNKNOWN	local_default
SACK1G	unknown	UNKNOWN	local_default
SACK1H	unknown	UNKNOWN	local_default
SACM1L	unknown	UNKNOWN	local_default
SACS	unknown	UNKNOWN	local_default
SAE1	unknown	UNKNOWN	local_default
SAFB	unknown	UNKNOWN	local_default
SAFB2	unknown	UNKNOWN	local_default
SAG	unknown	UNKNOWN	local_default
SAGE1	unknown	UNKNOWN	local_default
SALL1	unknown	UNKNOWN	local_default
SALL2	unknown	UNKNOWN	local_default
SALL3	unknown	UNKNOWN	local_default
SALL4	unknown	UNKNOWN	local_default
SAMD1	unknown	UNKNOWN	local_default
SAMD10	unknown	UNKNOWN	local_default
SAMD11	unknown	UNKNOWN	local_default
SAMD12	unknown	UNKNOWN	local_default
SAMD13	unknown	UNKNOWN	local_default
SAMD14	unknown	UNKNOWN	local_default
SAMD15	unknown	UNKNOWN	local_default
SAMD3	unknown	UNKNOWN	local_default
SAMD4A	unknown	UNKNOWN	local_default
SAMD4B	unknown	UNKNOWN	local_default
SAMD5	unknown	UNKNOWN	local_default
SAMD7	unknown	UNKNOWN	local_default
SAMD8	unknown	UNKNOWN	local_default
SAMD9	unknown	UNKNOWN	local_default
SAMD9L	unknown	UNKNOWN	local_default
SAMHD1	unknown	UNKNOWN	local_default
SAMM50	unknown	UNKNOWN	local_default
SAMSN1	unknown	UNKNOWN	local_default
SAMTOR	unknown	UNKNOWN	local_default
SANBR	unknown	UNKNOWN	local_default
SAP130	unknown	UNKNOWN	local_default
SAP18	unknown	UNKNOWN	local_default
SAP30	unknown	UNKNOWN	local_default
SAP30-DT	unknown	UNKNOWN	local_default
SAP30BP	unknown	UNKNOWN	local_default
SAP30L	unknown	UNKNOWN	local_default
SAP30L-AS1	unknown	UNKNOWN	local_default
SAPCD1	unknown	UNKNOWN	local_default
SAPCD2	unknown	UNKNOWN	local_default
SAR1A	unknown	UNKNOWN	local_default
SAR1B	unknown	UNKNOWN	local_default
SARAF	unknown	UNKNOWN	local_default
SARDH	unknown	UNKNOWN	local_default
SARM1	unknown	UNKNOWN	local_default
SARNP	unknown	UNKNOWN	local_default
SARS	unknown	UNKNOWN	local_default
SARS1	unknown	UNKNOWN	local_default
SARS2	unknown	UNKNOWN	local_default
SART1	unknown	UNKNOWN	local_default
SART3	unknown	UNKNOWN	local_default
SASH1	unknown	UNKNOWN	local_default
SASH3	unknown	UNKNOWN	local_default
SASS6	unknown	UNKNOWN	local_default
SAT1	unknown	UNKNOWN	local_default
SAT2	unknown	UNKNOWN	local_default
SATB1	unknown	UNKNOWN	local_default
SATB2	unknown	UNKNOWN	local_default
SATB2-AS1	unknown	UNKNOWN	local_default
SATL1	unknown	UNKNOWN	local_default
SAV1	unknown	UNKNOWN	local_default
SAXO1	unknown	UNKNOWN	local_default
SAXO2	unknown	UNKNOWN	local_default
SAXO3	unknown	UNKNOWN	local_default
SAXO4	unknown	UNKNOWN	local_default
SAXO5	unknown	UNKNOWN	local_default
SAXO6	unknown	UNKNOWN	local_default
SAYSD1	unknown	UNKNOWN	local_default
SBDS	unknown	UNKNOWN	local_default
SBDSP1	unknown	UNKNOWN	local_default
SBF1	unknown	UNKNOWN	local_default
SBF2	unknown	UNKNOWN	local_default
SBF2-AS1	unknown	UNKNOWN	local_default
SBK1	unknown	UNKNOWN	local_default
SBK2	unknown	UNKNOWN	local_default
SBK3	unknown	UNKNOWN	local_default
SBNO1	unknown	UNKNOWN	local_default
SBNO1-AS1	unknown	UNKNOWN	local_default
SBNO2	unknown	UNKNOWN	local_default
SBSN	unknown	UNKNOWN	local_default
SBSPON	unknown	UNKNOWN	local_default
SC5D	unknown	UNKNOWN	local_default
SCAF1	unknown	UNKNOWN	local_default
SCAF11	unknown	UNKNOWN	local_default
SCAF4	unknown	UNKNOWN	local_default
SCAF8	unknown	UNKNOWN	local_default
SCAI	unknown	UNKNOWN	local_default
SCAMP1	unknown	UNKNOWN	local_default
SCAMP1-AS1	unknown	UNKNOWN	local_default
SCAMP2	unknown	UNKNOWN	local_default
SCAMP3	unknown	UNKNOWN	local_default
SCAMP4	unknown	UNKNOWN	local_default
SCAMP5	unknown	UNKNOWN	local_default
SCAND1	unknown	UNKNOWN	local_default
SCAND2P	unknown	UNKNOWN	local_default
SCAND3	unknown	UNKNOWN	local_default
SCAND3P1	unknown	UNKNOWN	local_default
SCAP	unknown	UNKNOWN	local_default
SCAPER	unknown	UNKNOWN	local_default
SCARA3	unknown	UNKNOWN	local_default
SCARA5	unknown	UNKNOWN	local_default
SCARB1	unknown	UNKNOWN	local_default
SCARB2	unknown	UNKNOWN	local_default
SCARF1	unknown	UNKNOWN	local_default
SCARF2	unknown	UNKNOWN	local_default
SCARNA1	unknown	UNKNOWN	local_default
SCARNA10	unknown	UNKNOWN	local_default
SCARNA11	unknown	UNKNOWN	local_default
SCARNA12	unknown	UNKNOWN	local_default
SCARNA14	unknown	UNKNOWN	local_default
SCARNA16	unknown	UNKNOWN	local_default
SCARNA17	unknown	UNKNOWN	local_default
SCARNA18	unknown	UNKNOWN	local_default
SCARNA18B	unknown	UNKNOWN	local_default
SCARNA20	unknown	UNKNOWN	local_default
SCARNA21	unknown	UNKNOWN	local_default
SCARNA21B	unknown	UNKNOWN	local_default
SCARNA22	unknown	UNKNOWN	local_default
SCARNA23	unknown	UNKNOWN	local_default
SCARNA3	unknown	UNKNOWN	local_default
SCARNA4	unknown	UNKNOWN	local_default
SCARNA5	unknown	UNKNOWN	local_default
SCARNA6	unknown	UNKNOWN	local_default
SCARNA7	unknown	UNKNOWN	local_default
